direccion,direccion_full,lat,lng,url_origen
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/arica
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/constitución
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/constitución
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/constitución
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/constitución
Freire / Cruz - Constitución,"Freire / Cruz - Constitución, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/constitución
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/constitución
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/río-bueno
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/río-bueno
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/río-bueno
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/río-bueno
Pantalla Led / San Martin esquina Arturo Prat,"Pantalla Led / San Martin esquina Arturo Prat, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/río-bueno
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/río-bueno
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/melipilla
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/melipilla
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/melipilla
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/melipilla
Pantalla Led - Serrano / Vargas,"Pantalla Led - Serrano / Vargas, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/melipilla
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/melipilla
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/panquehue
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/panquehue
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/panquehue
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/panquehue
"Ruta 60 km 23.285 Camino Internacional, Sector Panquehue","Ruta 60 km 23.285 Camino Internacional, Sector Panquehue, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/panquehue
"Ruta 60 CH km 20.055 ascendente hacia san felipe, Panquehue","Ruta 60 CH km 20.055 ascendente hacia san felipe, Panquehue, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/panquehue
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/panquehue
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/illapel
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/illapel
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/illapel
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/illapel
"Ruta 47, Km 45 Illapel","Ruta 47, Km 45 Illapel, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/illapel
"Frase de 30"" en horario repartido (L a D) / Paola 106.3 Mhz - Illapel","Frase de 30"" en horario repartido (L a D) / Paola 106.3 Mhz - Illapel, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/illapel
"Frase de 30"" en horario repartido (L a D) / Dulce 98.3 Mhz - Illapel","Frase de 30"" en horario repartido (L a D) / Dulce 98.3 Mhz - Illapel, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/illapel
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/illapel
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pitrufquén
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pitrufquén
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pitrufquén
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pitrufquén
Entrada Sur Pitrufquen km 705.61,"Entrada Sur Pitrufquen km 705.61, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pitrufquén
Entrada Sur Pitrufquen km 706.82,"Entrada Sur Pitrufquen km 706.82, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pitrufquén
Entrada Sur Pitrufquen km 707.94,"Entrada Sur Pitrufquen km 707.94, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pitrufquén
Entrada Sur Pitrufquen km 706.28,"Entrada Sur Pitrufquen km 706.28, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pitrufquén
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/pitrufquén
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/natales
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/natales
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/natales
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/natales
Luneta Bus Puerto Natales - 100 Lunetass,"Luneta Bus Puerto Natales - 100 Lunetass, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/natales
Bastidor / Sector Hall Público / Nivel Counters Aeropuerto Puerto Natales,"Bastidor / Sector Hall Público / Nivel Counters Aeropuerto Puerto Natales, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/natales
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/natales
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puchuncavi
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puchuncavi
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puchuncavi
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puchuncavi
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puchuncavi
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/antofagasta
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/antofagasta
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/antofagasta
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/antofagasta
Publicidad en Aeropuerto,"Publicidad en Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/antofagasta
Exterior Acceso Aeropuerto - Antofagasta,"Exterior Acceso Aeropuerto - Antofagasta, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/antofagasta
Nivel 1 Acceso principal Mall Plaza Antofagasta,"Nivel 1 Acceso principal Mall Plaza Antofagasta, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/antofagasta
Cajas de luz / Cinta de Equipaje en sala de desembarque - Aeropuerto Antofagasta,"Cajas de luz / Cinta de Equipaje en sala de desembarque - Aeropuerto Antofagasta, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/antofagasta
Cajas de luz / Cinta de retiro de Equipaje - Aeropuerto Antofagasta,"Cajas de luz / Cinta de retiro de Equipaje - Aeropuerto Antofagasta, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/antofagasta
